Year,Series,flokkur,eind,Value
2019,Kommunustýri,Kirkjubøar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Kirkjubøar kommuna,Tal av sætum,
2020,Kommunustýri,Kirkjubøar kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Kirkjubøar kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Kirkjubøar kommuna,Tal av sætum,
2022,Kommunustýri,Kirkjubøar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Kirkjubøar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Kirkjubøar kommuna,Tal av sætum,
1984,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
1988,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
1990,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
1992,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,18.2
1992,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,2.0
1992,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,11.0
1994,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
1996,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,18.2
1996,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,2.0
1996,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,11.0
1998,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
2000,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,25.0
2000,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,3.0
2000,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,12.0
2002,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
2004,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,25.0
2004,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,3.0
2004,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,12.0
2008,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
2011,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
2012,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,45.5
2012,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,5.0
2012,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,11.0
2015,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
2016,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,36.4
2016,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,4.0
2016,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,11.0
2019,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
2020,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,36.4
2020,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,4.0
2020,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,11.0
2022,Kommunustýri,Klaksvíkar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Klaksvíkar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Klaksvíkar kommuna,Tal av sætum,
1984,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
1988,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
1990,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
1992,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,12.5
1992,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,1.0
1992,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,8.0
1994,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
1996,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,0.0
1996,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,0.0
1996,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,7.0
1998,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2000,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2000,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2000,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2002,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2004,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2008,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2011,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2012,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2015,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2016,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2019,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2020,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
2022,Kommunustýri,Kollafjarðar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Kollafjarðar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Kollafjarðar kommuna,Tal av sætum,
1984,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Kunoyar kommuna,Tal av sætum,
1988,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Kunoyar kommuna,Tal av sætum,
1990,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Kunoyar kommuna,Tal av sætum,
1992,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,0.0
1992,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,0.0
1992,Kommunustýri,Kunoyar kommuna,Tal av sætum,5.0
1994,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Kunoyar kommuna,Tal av sætum,
1996,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,20.0
1996,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Kunoyar kommuna,Tal av sætum,5.0
1998,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Kunoyar kommuna,Tal av sætum,
2000,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,20.0
2000,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,1.0
2000,Kommunustýri,Kunoyar kommuna,Tal av sætum,5.0
2002,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Kunoyar kommuna,Tal av sætum,
2004,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,20.0
2004,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,1.0
2004,Kommunustýri,Kunoyar kommuna,Tal av sætum,5.0
2008,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Kunoyar kommuna,Tal av sætum,
2011,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Kunoyar kommuna,Tal av sætum,
2012,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,40.0
2012,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,2.0
2012,Kommunustýri,Kunoyar kommuna,Tal av sætum,5.0
2015,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Kunoyar kommuna,Tal av sætum,
2016,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,40.0
2016,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,2.0
2016,Kommunustýri,Kunoyar kommuna,Tal av sætum,5.0
2019,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Kunoyar kommuna,Tal av sætum,
2020,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,20.0
2020,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,1.0
2020,Kommunustýri,Kunoyar kommuna,Tal av sætum,5.0
2022,Kommunustýri,Kunoyar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Kunoyar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Kunoyar kommuna,Tal av sætum,
1984,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
1988,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
1990,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
1992,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,20.0
1992,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,1.0
1992,Kommunustýri,Kvívíkar kommuna,Tal av sætum,5.0
1994,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
1996,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,20.0
1996,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Kvívíkar kommuna,Tal av sætum,5.0
1998,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
2000,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,28.6
2000,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,2.0
2000,Kommunustýri,Kvívíkar kommuna,Tal av sætum,7.0
2002,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
2004,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,28.6
2004,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,2.0
2004,Kommunustýri,Kvívíkar kommuna,Tal av sætum,7.0
2008,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
2011,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
2012,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,42.9
2012,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,3.0
2012,Kommunustýri,Kvívíkar kommuna,Tal av sætum,7.0
2015,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
2016,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,42.9
2016,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,3.0
2016,Kommunustýri,Kvívíkar kommuna,Tal av sætum,7.0
2019,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
2020,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,42.9
2020,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,3.0
2020,Kommunustýri,Kvívíkar kommuna,Tal av sætum,7.0
2022,Kommunustýri,Kvívíkar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Kvívíkar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Kvívíkar kommuna,Tal av sætum,
1984,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
1988,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
1990,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
1992,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,0.0
1992,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,0.0
1992,Kommunustýri,Leirvíkar kommuna,Tal av sætum,5.0
1994,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
1996,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,0.0
1996,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,0.0
1996,Kommunustýri,Leirvíkar kommuna,Tal av sætum,5.0
1998,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2000,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,60.0
2000,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,3.0
2000,Kommunustýri,Leirvíkar kommuna,Tal av sætum,5.0
2002,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2004,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,50.0
2004,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,1.0
2004,Kommunustýri,Leirvíkar kommuna,Tal av sætum,2.0
2008,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2011,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2012,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2015,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2016,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2019,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2020,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
2022,Kommunustýri,Leirvíkar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Leirvíkar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Leirvíkar kommuna,Tal av sætum,
1984,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Miðvágs kommuna,Tal av sætum,
1988,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Miðvágs kommuna,Tal av sætum,
1990,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Miðvágs kommuna,Tal av sætum,
1992,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,33.3
1992,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,2.0
1992,Kommunustýri,Miðvágs kommuna,Tal av sætum,6.0
1994,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Miðvágs kommuna,Tal av sætum,
1996,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,50.0
1996,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,4.0
1996,Kommunustýri,Miðvágs kommuna,Tal av sætum,8.0
1998,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2000,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,40.0
2000,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,4.0
2000,Kommunustýri,Miðvágs kommuna,Tal av sætum,10.0
2002,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2004,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,8.3
2004,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,1.0
2004,Kommunustýri,Miðvágs kommuna,Tal av sætum,12.0
2008,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2011,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2012,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2015,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2016,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2019,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2020,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Miðvágs kommuna,Tal av sætum,
2022,Kommunustýri,Miðvágs kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Miðvágs kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Miðvágs kommuna,Tal av sætum,
1984,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Mikladals kommuna,Tal av sætum,
1988,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Mikladals kommuna,Tal av sætum,
1990,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Mikladals kommuna,Tal av sætum,
1992,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,20.0
1992,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,1.0
1992,Kommunustýri,Mikladals kommuna,Tal av sætum,5.0
1994,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Mikladals kommuna,Tal av sætum,
1996,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,40.0
1996,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,2.0
1996,Kommunustýri,Mikladals kommuna,Tal av sætum,5.0
1998,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Mikladals kommuna,Tal av sætum,
2000,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,33.3
2000,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,1.0
2000,Kommunustýri,Mikladals kommuna,Tal av sætum,3.0
2002,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Mikladals kommuna,Tal av sætum,
2004,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Mikladals kommuna,Tal av sætum,
2008,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Mikladals kommuna,Tal av sætum,
2011,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Mikladals kommuna,Tal av sætum,
