Year,countrygroup,Units,Series,Value
2013,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.000570690672488
2013,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2014,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.1117
2014,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2014,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.001855584956047
2014,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2015,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0474
2015,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2015,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.000773940527667
2015,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2016,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0918
2016,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2016,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.001391313583713
2016,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2017,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0422
2017,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2017,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.000581225715233
2017,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2018,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0552
2018,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2018,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.000712555397794
2018,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2019,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0006
2019,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2019,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,7.328218139e-06
2019,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2020,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
2020,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2020,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
2020,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2021,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
2021,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2021,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
2021,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2022,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
2022,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2022,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
2022,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
1988,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,51.6994
1988,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,92.2814
1988,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,1.60522794967164
1988,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,3.93581729623007
1989,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,41.3804
1989,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,23.0665
1989,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,1.63539966599913
1989,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.911640274687631
1990,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,29.7868
1990,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,9.6577
1990,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,1.42916727021365
1990,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.374552664620874
1991,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,28.8319
1991,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,18.7134
1991,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,1.48908997136363
1991,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.672812512628672
1992,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,48.3193
1992,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,22.6652
1992,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,2.41371011201336
1992,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.85894353946571
1993,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,34.9217
1993,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,37.7538
1993,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,2.44874178174036
1993,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,1.77046270688178
1994,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,48.7556
1994,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,7.4311
1994,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,3.1130896097132
1994,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.357895558128469
1995,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,45.3092
1995,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,10.4663
1995,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,2.52735642496193
1995,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.516530526493664
1996,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,64.0439
1996,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,86.4038
1996,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,2.97865235351065
1996,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,3.56468452382303
1997,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,68.1082
1997,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,47.6924
1997,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,2.87394997414179
1997,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,1.85214218066204
1998,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,194.6123
1998,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,34.0253
1998,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,7.47803638561005
1998,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,1.15961795006642
1999,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,192.8606
1999,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,20.2699
1999,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,5.84198294083283
